"","player_name","team","games_played_window","avg_points_q1_per_game","avg_points_q2_per_game","avg_points_q3_per_game","avg_points_q4_per_game","avg_points_first_half_per_game","avg_points_second_half_per_game","points_per_game_last5","rebounds_per_game_last5","assists_per_game_last5","threes_made_per_game_last5","points_per_game_last10","rebounds_per_game_last10","assists_per_game_last10","threes_made_per_game_last10","points_per_game_last15","rebounds_per_game_last15","assists_per_game_last15","threes_made_per_game_last15"
"168","Damyean Dotson","Knicks",1,0,0,0,4,0,4,NA,0,NA,NA,2,0.25,0.5,0,2,0.25,0.5,0
"169","Daniel Gafford","Mavericks",291,2.89,2.62,3.09,1.85,5.5,4.93,10.5,2.2,1,0,8.33,1.4,1.33,0,9.43,3.6,1.86,0
"170","Daniel Oturu","Raptors",2,0.5,0,0,4,0.5,4,3,1.25,0,0,3,1.25,0,0,3,1.25,0,0
"171","Daniel Theis","Pelicans",150,1.7,2.07,1.79,1.38,3.77,3.17,0.67,1.8,1.67,0,4.25,4.1,2.5,0.25,5.08,4.8,1.85,0.31
"172","Danilo Gallinari","Bucks",117,2.29,3.61,1.96,1.93,5.9,3.89,3.67,1.8,0.67,0,5.5,1.3,0.5,0,3.86,1.13,0.71,0.14
"173","Danny Green","76ers",74,2.16,2,1.76,1.24,4.16,3,0,0.6,0.25,0,4.62,1.6,0.75,1.12,4.62,1.07,0.75,1.12
"174","Dante Exum","Mavericks",81,1.63,2.4,2.01,1.99,4.02,4,9.2,1.8,2.6,1.4,7.78,1.4,2.22,1.22,9,1.67,2.64,1.29
"175","Danuel House Jr.","76ers",117,1.5,1.23,1.37,1.9,2.73,3.26,5.2,2.4,1.2,0.2,5.9,2.2,0.9,0.3,5.75,1.93,0.92,0.33
"176","Dario Saric","Nuggets",111,2.38,2.4,1.8,1.85,4.77,3.65,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA
"177","Dariq Whitehead","Nets",10,1.1,2.3,0.6,3.5,3.4,4.1,8.25,2.4,1.75,2.25,6.86,1.5,1,1.86,5.4,1,0.7,1.5
"178","Darius Bazley","Jazz",111,2.53,2.18,2.42,1.98,4.71,4.41,7.2,4.2,1,0.2,5.33,2.8,0.78,0.22,5.33,1.87,0.78,0.22
"179","Darius Days","Rockets",3,0,0,1.67,3.33,0,5,4.33,0.8,0,1,3.75,0.6,0.25,0.75,3.75,0.6,0.25,0.75
"180","Darius Garland","Cavaliers",289,4.97,5.12,5.34,4.77,10.09,10.11,14,1.2,4,1,19.33,1.3,6.5,1.83,18,2.13,6.73,2.18
"181","Darren Collison","Lakers",2,0,1,0,1,1,1,1.33,1.33,0.67,0,1.33,1.33,0.67,0,1.33,1.33,0.67,0
"182","David Duke Jr.","Spurs",39,0.69,1.21,1.18,2.85,1.9,4.03,3.25,0.6,0.5,0.75,2.6,0.5,0.4,0.6,4.33,1,0.89,0.56
"183","David Nwaba","Rockets",39,0.64,1,1.1,3.23,1.64,4.33,2,0.4,1,0,2,0.2,1,0,5.67,0.27,1,0.67
"184","David Roddy","Rockets",136,1.55,2.26,1.26,2.75,3.81,4.01,6.75,2.4,1.25,0.75,5.4,1.2,1,0.6,4.38,1.47,0.88,0.38
"185","Davion Mitchell","Heat",280,2.19,2.19,1.99,1.91,4.38,3.89,15,2.2,6.8,1.8,13.2,2.3,6.4,1.7,11.8,2.6,5.27,1.47
"186","Davis Bertans","Hornets",123,1.09,3.2,0.9,1.93,4.29,2.84,10,1.4,0.25,2.75,10.67,1.8,0.89,2.78,9,1.4,0.71,2.21
"187","Davon Reed","Lakers",60,0.67,1.35,0.82,2.13,2.02,2.95,1,0.2,1,0,0.67,0.1,0.67,0,0.5,0.07,0.5,0
"188","Day'Ron Sharpe","Nets",173,1.97,1.45,1.61,2.11,3.41,3.72,6.8,8.4,2.4,0.2,6.3,7,1.9,0.2,7.13,7.13,2.2,0.27
"189","De'Aaron Fox","Spurs",277,5.41,6.31,6.16,6.66,11.72,12.82,19.8,4.4,7.4,1.6,17.4,4.2,6.5,1.4,19.27,4.4,6.47,1.47
"190","De'Andre Hunter","Cavaliers",256,4.25,3.59,4.38,3.14,7.84,7.52,9,3.6,0.75,1,11.67,3.2,1.33,1.56,12.29,3.13,1.29,1.86
"191","De'Anthony Melton","Warriors",200,3.06,2.6,3.05,2.17,5.66,5.22,10.2,3.4,1.8,2.2,7.75,2.1,2.25,1.62,7,1.67,2.2,1.5
"192","DeAndre Jordan","Nuggets",159,1.02,1.69,0.64,1.23,2.71,1.87,NA,0,NA,NA,1,0.7,0.5,0,1,0.73,0.25,0
"193","DeAndre' Bembry","Bucks",41,1.66,1.8,2.07,1.39,3.46,3.46,0,1,0.6,0,1.33,1.4,0.78,0,2.79,2.07,1,0.14
"194","DeJon Jarreau","Grizzlies",9,1.89,2.11,0,0.78,4,0.78,1.6,0.2,0.2,0,2.6,2.4,1.1,0.3,3.31,2.93,2,0.31
"195","DeMar DeRozan","Kings",311,5,6.23,6.01,6.85,11.23,12.86,27,4.4,4,1.6,24.9,3.6,5.1,1.5,23.93,3.87,5.4,1.33
"196","DeMarcus Cousins","Nuggets",50,2.2,3.5,1.76,2.2,5.7,3.96,10.6,3.4,1.2,0.8,9.2,3.5,1.5,0.7,8.93,4.2,1.47,0.67
"197","Dean Wade","Cavaliers",164,1.78,1.7,1.52,1.6,3.48,3.12,2,5.2,0.8,0.4,1.6,4,0.6,0.3,3.27,3.53,0.53,0.93
"198","Deandre Ayton","Trail Blazers",243,5.42,4.47,4.19,2.53,9.89,6.71,NA,0,NA,NA,NA,0,NA,NA,10.5,2.07,2,0
"199","Deividas Sirvydis","Pistons",1,0,0,0,3,0,3,1,2,0.33,0.33,1,2,0.33,0.33,1,2,0.33,0.33
"200","Dejounte Murray","Pelicans",260,5.19,5.27,5.18,5.11,10.46,10.29,20.8,6.4,6.4,1.2,20,7,6.6,2.4,19.07,6.13,7.2,1.93
"201","Delon Wright","Knicks",187,1.21,1.81,1.33,1.54,3.02,2.87,1.75,0.4,1.25,0.25,1.17,0.2,0.83,0.17,1.17,0.13,0.83,0.17
"202","Deni Avdija","Trail Blazers",289,3.48,3.12,3.1,2.64,6.6,5.74,30.67,6.4,6.67,3.67,27.25,9.1,5.88,3.88,24.45,7.67,5.73,3
"203","Dennis Schroder","Pistons",296,2.77,3.51,3.42,3.32,6.28,6.74,13.4,2.8,3.8,1.8,11.1,2.4,3.9,1.5,11.6,2.27,4.4,1.47
"204","Dennis Smith Jr.","Nets",134,1.36,2.31,1.71,2.41,3.66,4.12,0,0,0,0,3,0.3,2,0.4,4.8,1,2,0.7
"205","Denzel Valentine","Jazz",14,0.57,1.5,0.86,2,2.07,2.86,2.5,0.8,0,0.5,6,2.4,1.14,1.71,4.67,1.67,0.89,1.33
"206","Dereck Lively II","Mavericks",107,2.34,2.36,2.22,1.99,4.69,4.21,7.5,2.4,2,0,10.17,4,2.67,0,9.09,5.53,2.73,0
"207","Dereon Seabron","Pelicans",5,0.4,0.4,0,2.8,0.8,2.8,1,0.6,1,0,2.33,0.7,0.83,0.17,2.33,0.47,0.83,0.17
"208","Derrick Favors","Hawks",34,1.91,1.06,2.29,0.68,2.97,2.97,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA
"209","Derrick Jones Jr.","Clippers",271,2.3,1.96,2.27,1.68,4.26,3.94,8.2,1.4,0.4,1.2,8.5,1.8,0.4,0.9,9.33,2.2,0.33,0.93
"210","Derrick Rose","Grizzlies",73,2.48,2.53,1.77,2.15,5.01,3.92,5,1.4,2.5,0,6.17,1.4,2.83,0.5,7,1,3,0.57
"211","Derrick Walton Jr.","Pistons",2,1.5,1,4.5,2.5,2.5,7,6.33,3.33,7,1,6.33,3.33,7,1,6.33,3.33,7,1
"212","Derrick White","Celtics",369,3.74,3.7,3.58,3.14,7.44,6.72,20.4,4.2,2.6,4.2,17.7,5.2,3.7,3.3,18.13,5.07,4.33,3.67
"213","Desmond Bane","Grizzlies",263,5.29,4.41,5.72,4.63,9.7,10.35,18.2,6.6,3.4,2.4,18.5,5.4,3.8,2.8,19.53,5.87,4.07,3
"214","Devin Booker","Suns",285,8.23,5.13,8.45,5.07,13.36,13.52,27,3,6.6,1.4,26.3,3.6,7.4,2.2,25.4,4.2,7.07,2.27
"215","Devin Cannady","Magic",5,1.2,2.4,3,3.4,3.6,6.4,10,1.2,2,3,10,1.2,2,3,10,1.2,2,3
"216","Devin Carter","Kings",23,0.7,1.52,1.57,2.26,2.22,3.83,4.8,1.8,1.2,0.6,4.7,2,1.3,0.5,4.73,2.07,1.27,0.53
"217","Devin Vassell","Spurs",237,4.24,4.1,4.61,3.3,8.34,7.9,15,4,2.2,2.6,16.6,4.5,2.7,2.8,17.73,5.07,3.07,3.07
"218","Devon Dotson","Wizards",10,0,0.5,0.3,2.4,0.5,2.7,0,0,1,0,0.6,0.6,1.2,0.2,0.5,0.67,1.33,0.17
"219","Devontae Cacok","Spurs",11,0.73,0.73,0.18,2.55,1.45,2.73,1.33,1,0.33,0,1.5,0.6,0.25,0,2.22,1.47,0.44,0
"220","Devonte' Graham","Spurs",163,2.45,2.61,2.14,2.41,5.07,4.55,7.4,2.2,3.6,1.8,8.12,1.6,3.5,1.88,7.89,1.2,3.33,1.78
"221","Dewayne Dedmon","76ers",109,1.91,1.55,1.63,1.09,3.46,2.72,NA,0,NA,NA,0,0.1,0,0,6,0.87,2.33,0.33
"222","Dexter Dennis","Mavericks",2,0,0,2.5,8.5,0,11,9,1.4,2,0.5,5.5,1.12,1,0.25,5.5,1.12,1,0.25
"223","Didi Louzada","Trail Blazers",7,2.14,1.43,1.43,0,3.57,1.43,5.4,2.4,0.4,1.4,5,1.5,0.57,1.29,5,1,0.57,1.29
"224","Dillon Brooks","Rockets",266,4.42,3.16,3.98,2.75,7.59,6.73,11.8,3.2,1.2,1.2,13.1,2.9,1.4,1.6,14.33,3.07,2.13,1.93
"225","Dillon Jones","Thunder",29,0.59,0.66,0.86,2.48,1.24,3.34,2,0.4,0.5,0,2.8,0.6,0.6,0.4,2.12,0.47,0.5,0.38
"226","Domantas Sabonis","Kings",297,5.89,4.9,4.79,3.35,10.78,8.14,18,13.2,6.2,0.4,14.3,10.6,5.8,0.3,14.53,12.53,6.13,0.33
"227","Dominick Barlow","Hawks",66,1.18,1.24,1.06,2.06,2.42,3.12,3.5,2.4,0.5,0,4.89,2.9,0.67,0,5.3,2.13,0.8,0
"228","Donovan Clingan","Trail Blazers",54,1.59,1.41,2.11,1.8,3,3.91,8.75,6.6,1.75,0.5,8.78,9.2,1.89,0.44,7.79,9.07,1.86,0.29
"229","Donovan Mitchell","Cavaliers",289,7.27,5.69,6.97,6.04,12.96,13.01,34.2,5.8,3.8,2.4,28.5,4.8,4.1,2.9,25.6,5,5.2,2.6
"230","Donovan Williams","Hawks",1,0,0,0,4,0,4,2,0.5,0,0,2,0.5,0,0,2,0.5,0,0
"231","Donte DiVincenzo","Timberwolves",280,3,3.01,3.15,2.96,6.01,6.11,10,2.8,3,2.8,9,2.7,3.3,2.2,8.67,3.07,3.33,1.87
"232","Dorian Finney-Smith","Lakers",291,2.51,2.07,2.93,1.97,4.57,4.9,6.2,4.2,2.6,1.4,8.9,3.9,2,2.5,9.29,3.6,2.07,2.43
"233","Doug McDermott","Kings",182,2.55,2.59,1.79,2.43,5.14,4.22,2.67,0.2,0,0.67,2.67,0.1,0,0.67,1.6,0.07,0,0.4
"234","Draymond Green","Warriors",277,2.45,2.17,2.36,1.64,4.63,3.99,10.6,5.4,4.6,1.6,9.7,5.5,4.2,1.4,8.07,5.4,4.33,1.2
"235","Drew Eubanks","Clippers",250,1.86,1.7,1.82,1.48,3.56,3.3,1.33,0.2,0,0,0.83,0.5,0.17,0,2,1.07,0.33,0
"236","Drew Peterson","Celtics",12,0.08,0.67,0.25,3.58,0.75,3.83,1,1,0.67,0.33,1.29,0.6,0.71,0.43,1,0.6,0.56,0.33
"237","Drew Timme","Nets",4,3.75,3.25,4,3.75,7,7.75,14.75,8,2,0.75,14.75,8,2,0.75,14.75,8,2,0.75
"238","Dru Smith","Heat",27,0.93,1.67,1.07,2.67,2.59,3.74,8.8,1.6,2,1.4,8.11,2.3,2,1.56,8.3,1.93,2.1,1.6
"239","Duane Washington Jr.","Knicks",67,1.61,3.85,1.84,3.4,5.46,5.24,0,0,0,0,2,0.3,0.4,0.4,3.89,0.53,1.78,0.67
"240","Duncan Robinson","Heat",273,3,3.09,2.41,2.84,6.1,5.26,5,1.2,0.4,1.2,8.88,1,0.62,2.12,9.85,1.13,0.69,2.46
"241","Duop Reath","Trail Blazers",90,2.21,2.22,2.09,2.33,4.43,4.42,8.5,3.8,1.5,1,8.78,4.2,1.33,1.44,8,4,1.21,1.43
"242","Dwight Howard","Lakers",53,2.09,2.45,1.72,0.75,4.55,2.47,12.25,6.8,1.25,0.25,12,7,0.67,0.22,9.46,6.13,0.69,0.15
"243","Dwight Powell","Mavericks",237,2,1.61,2.03,1.08,3.6,3.11,1.6,2,0.8,0,3.1,2.4,1.5,0,2.87,2.47,1.53,0
"244","Dylan Windler","Hawks",32,0.31,2.09,0.5,2.03,2.41,2.53,5.75,1.4,0.25,1.75,4.67,1.2,0.5,1.33,4,0.8,0.57,1.14
"245","Dyson Daniels","Hawks",169,2.51,2.27,2.5,2,4.79,4.5,14.2,8.6,5,0.4,13.4,8.1,5.3,0.7,14.13,7.4,5.33,0.87
"246","E.J. Liddell","Bulls",6,0.33,0.67,0.33,2.83,1,3.17,1.5,0.8,0,0,1.2,0.4,0,0,1.86,0.6,0.29,0.14
"247","Ed Davis","Cavaliers",7,1.57,1.14,0.71,0.57,2.71,1.29,0,0,0,0,0,0.3,0.25,0,0,0.27,0.17,0
"248","Edmond Sumner","Nets",45,2.58,2.47,1.4,1.96,5.04,3.36,0.5,0.4,0.5,0,2.4,0.4,0.2,0,3.86,0.4,0.14,0.29
"249","Elfrid Payton","Pelicans",45,1.02,1.29,0.91,1.53,2.31,2.44,1.75,3.6,8.5,0,1.12,2.6,5.38,0,1.18,2.07,5,0
"250","Elijah Harkless","Jazz",7,0,1.86,0.43,2.29,1.86,2.71,NA,0,NA,NA,0,0,0,0,3.33,0.8,0.83,0.67
"251","Elijah Hughes","Trail Blazers",23,0.7,1.61,1.22,1.96,2.3,3.17,4.75,1.6,0.75,0.75,4.25,1.6,1,0.62,4.5,1.27,0.83,0.75
"252","Emanuel Miller","Bulls",1,0,0,0,4,0,4,1,0.6,0.5,0,0.8,0.3,0.4,0,0.8,0.27,0.4,0
"253","Emmanuel Mudiay","Kings",1,0,0,0,3,0,3,1.5,0,2,0,1.5,0,2,0,1.5,0,2,0
"254","Emoni Bates","Cavaliers",10,0.8,0.5,0,3.7,1.3,3.7,2.25,0,1,0.75,1.29,0,0.86,0.43,1.12,0,0.75,0.38
"255","Enes Freedom","Celtics",24,0.75,1.92,0.62,2.04,2.67,2.67,3,2.6,0.67,0.33,1.5,1.8,0.33,0.17,1.91,2.07,0.36,0.09
"256","Enrique Freeman","Pacers",13,0.31,0.38,0.92,1.31,0.69,2.23,2,0.6,0,0,2,0.3,0,0,2.33,0.67,0.33,0
"257","Eric Bledsoe","Trail Blazers",52,2.21,2.81,3.04,2.17,5.02,5.21,NA,0,NA,NA,11,1.9,4.2,0.8,9.4,1.8,4.3,1
"258","Eric Gordon","76ers",227,3.33,3.44,2.86,2.25,6.78,5.11,1.67,1.2,2.67,0.33,9,1.2,2.38,2.12,9.15,1.2,2.77,2.23
"259","Eric Paschall","Jazz",50,1.28,2.2,1.4,1.96,3.48,3.36,2,1,0,0.25,3,0.7,0,0.17,4.1,0.8,0.1,0.4
"260","Eugene Omoruyi","Raptors",72,1.24,1.43,1.46,2.71,2.67,4.17,0,0,0,0,5.44,1.1,0.78,0.78,4.67,1.07,0.83,0.58
"261","Evan Fournier","Pistons",127,3.94,2.58,3.44,1.79,6.52,5.23,11.25,1.8,1.5,1,6.67,1.5,1.33,0.78,6.5,1.53,1.79,0.71
"262","Evan Mobley","Cavaliers",291,4.62,3.78,4.2,3.56,8.4,7.76,18,7.8,1.75,1.5,17,7.5,1.67,1.67,18.14,8.07,2.43,1.71
"263","Facundo Campazzo","Mavericks",51,1.27,1.98,1.14,2.31,3.25,3.45,1,0,0.25,0.25,1.17,0.2,1,0.33,1.17,0.13,1,0.33
"264","Filip Petrusev","Kings",1,0,0,0,3,0,3,3,0,0,0,1,0,0,0,0.75,0.08,0,0
"265","Frank Jackson","Jazz",51,2.1,3.73,2.04,3.12,5.82,5.16,0,0.4,1,0,11.17,1.5,1.5,1.33,8.9,1.33,1.4,0.9
"266","Frank Kaminsky","Rockets",26,1.5,1.96,1.19,2.42,3.46,3.62,4.5,1.4,2,0.5,3,0.7,1.33,0.33,2.25,0.47,1,0.25
"267","Frank Ntilikina","Hornets",76,1.08,1.36,1,1.87,2.43,2.87,0,0.6,1.5,0,1,0.5,0.6,0.2,0.83,0.4,0.67,0.17
"268","Franz Wagner","Magic",297,4.54,4.69,4.94,4.92,9.23,9.86,25.8,4.8,5.6,1.4,22.9,5.9,4.9,1.4,22.33,6.2,4.8,1.27
"269","Fred VanVleet","Rockets",274,5.15,3.72,5.26,3.65,8.86,8.91,22.8,4.4,4.4,4.8,17.5,3.1,4.3,3.8,15.87,3.8,4.33,3.4
"270","Freddie Gillespie","Magic",6,1.33,0.83,0.67,0.67,2.17,1.33,1.5,2.6,1,0,2.33,3.6,0.56,0,2.33,3.6,0.56,0
"271","Furkan Korkmaz","76ers",110,1.37,1.79,1.24,2.57,3.16,3.81,6.8,2.6,1.2,1.4,4.3,2,1.4,0.8,3.43,1.33,1.07,0.64
"272","GG Jackson","Grizzlies",66,3.06,3.29,3.53,3.71,6.35,7.24,NA,0,NA,NA,5.5,0.4,0,1,6,1.4,0.57,1
"273","Gabe Vincent","Lakers",236,2.27,2.22,2.26,2.24,4.49,4.5,2.8,1,1,0.8,5.4,1.3,1.2,1.5,6.73,1.4,1.27,1.93
"274","Gabe York","Pacers",5,2,1.2,1,2.2,3.2,3.2,6.4,1.6,1.8,1.4,6.4,1.6,1.8,1.4,6.4,1.6,1.8,1.4
"275","Gabriel Deck","Thunder",4,1.25,0.5,0.5,2.75,1.75,3.25,5,0.2,2,1,5,0.1,2,1,4.5,0.2,2,0.5
"276","Gabriel Lundberg","Suns",2,0,2.5,1,3,2.5,4,3.25,1.4,2.75,0.75,3.25,1,2.75,0.75,3.25,1,2.75,0.75
"277","Garrett Temple","Raptors",89,1.11,1.3,1.11,1.99,2.42,3.1,5.67,1.6,1.33,0.33,4.71,1.8,2.57,0.57,4.12,1.27,2.25,0.5
"278","Garrison Mathews","Hawks",193,1.6,2.69,1.77,2.12,4.28,3.89,NA,0,NA,NA,6,0.2,1,2,6,0.13,1,2
"279","Gary Clark","Pelicans",20,0.7,1.2,1.35,1.8,1.9,3.15,4.25,2,1,1,4.25,1,1,1,3.33,0.73,0.83,0.83
"280","Gary Harris","Magic",185,2.7,2.17,2.38,1.39,4.88,3.78,1.4,1,0.6,0.2,2.5,1,0.5,0.5,2,1.2,0.47,0.4
"281","Gary Payton II","Warriors",206,2.04,1.59,1.79,1.67,3.63,3.46,2.6,2,1.2,0.6,4.89,2,1.56,0.89,5.79,2.27,1.43,0.93
"282","Gary Trent Jr.","Bucks",281,4.02,3.91,3.91,3.48,7.93,7.4,18.8,2.2,1.2,4.4,15.6,2.1,1.4,3.6,15.33,2,1.53,3.53
"283","George Hill","Pacers",83,1.43,2.05,1.77,1.63,3.48,3.4,13,0.8,4,3,5.6,0.6,2.2,1.2,5.56,1.13,2.33,1.11
"284","George King","Mavericks",1,0,1,0,0,1,0,0.25,1,0,0,0.25,1,0,0,0.25,1,0,0
"285","Georges Niang","Hawks",315,1.96,2.42,2.4,2.59,4.38,4.99,9.8,1.6,1,1.8,9.5,1.7,0.9,2,10.87,2.53,1.4,2.13
"286","Georgios Kalaitzakis","Thunder",7,2.43,1.29,4.43,4.14,3.71,8.57,17.5,2.6,3,2,9.75,1.6,1.5,1.12,9.75,1.07,1.5,1.12
"287","Giannis Antetokounmpo","Bucks",288,7.69,6.55,9.08,6.83,14.24,15.91,33,15.4,6.6,0.2,31.7,13,7.6,0.4,29,12.67,7.73,0.27
"288","Goga Bitadze","Magic",177,2.31,1.8,1.73,1.56,4.11,3.29,0.67,0.6,0.33,0,4.14,2.7,1.57,0,4.5,2.8,1.42,0
"289","Goran Dragic","Bucks",76,1.68,2.8,1.37,1.66,4.49,3.03,2,0,0.5,0,5.67,1,1.5,0.67,4.78,0.8,1.44,0.78
"290","Gordon Hayward","Thunder",143,3.95,3.7,3.76,2.59,7.65,6.36,0,0.6,0.5,0,0,1.3,0.43,0,3.42,1.73,0.75,0.17
"291","Gorgui Dieng","Spurs",58,0.79,0.86,0.91,2.28,1.66,3.19,8.33,4.4,3.33,1,7.67,3.9,3,1.5,5.78,3.33,2.56,1
"292","Gradey Dick","Raptors",103,3.43,3.2,3.16,2.67,6.63,5.83,9.2,4.4,1.8,2,9.1,4.6,1.2,1.7,10.6,4.47,1,1.67
"293","Grant Williams","Hornets",266,2.23,2.27,2.29,2.46,4.49,4.76,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA
"294","Grayson Allen","Suns",284,3.31,2.89,2.88,2.46,6.2,5.34,14.8,3.6,2.8,2.8,11.5,2.5,2.7,2.2,11.2,2.47,2.73,2.2
"295","Greg Brown III","Mavericks",51,1,0.98,1.02,2.25,1.98,3.27,2.33,0.4,0.33,0.33,2.14,0.9,0.57,0.14,1.67,0.67,0.67,0.11
"296","Greg Monroe","Timberwolves",13,0.85,1.62,1.08,2.62,2.46,3.69,2,0.4,0.5,0,4.25,0.8,1.5,0,4,1.13,1.29,0
"297","Guerschon Yabusele","76ers",61,3.15,2.85,3.31,1.75,6,5.07,11.67,3.6,3.33,1,10.17,4.2,2.83,1,10,4.27,2.64,1.27
"298","Gui Santos","Warriors",55,0.96,1.38,0.98,2.38,2.35,3.36,2.25,1.6,1,0.25,2.25,1,0.88,0.38,2.77,1.6,0.92,0.38
"299","Hamidou Diallo","Wizards",112,2.14,2.86,2.86,2.45,5,5.3,0.5,0.4,0.25,0,0.5,0.2,0.25,0,8.38,1.4,1,0
"300","Harrison Barnes","Spurs",319,4.1,3.28,4.09,2.61,7.38,6.69,16,4.2,1,3,14.1,3.3,1.4,2.4,14.73,3.27,1.13,2.47
"301","Harrison Ingram","Spurs",2,0,0,0,2,0,2,1.33,1.4,1,0,0.8,0.9,0.6,0,0.8,0.9,0.6,0
"302","Harry Giles III","Lakers",11,0,0.18,0.36,4.55,0.18,4.91,0,0.4,0,0,0.4,0.3,0,0,0.22,0.27,0,0
"303","Hassan Whiteside","Jazz",68,2.15,2.29,1.88,1.69,4.44,3.57,1.6,4.6,0,0,5.8,6.6,0.4,0,5.14,5.53,0.29,0
"304","Hassani Gravett","Magic",8,1.62,1.62,2,1,3.25,3,6,1.8,2.25,1.25,6.25,2.33,2.5,1.38,6.25,2.33,2.5,1.38
"305","Haywood Highsmith","Heat",175,1.69,2.14,1.73,1.58,3.83,3.3,6.8,2.8,1,1.6,8.5,3.4,1.6,2.1,6.43,2.8,1.57,1.57
"306","Henri Drell","Bulls",2,1.5,0,0,4,1.5,4,3,0.6,0.67,0.67,2.75,0.4,1,0.5,2.75,0.27,1,0.5
"307","Herbert Jones","Pelicans",251,2.69,2.37,2.92,2.33,5.06,5.25,NA,0,NA,NA,7,1,2.33,1,8.88,2,4,0.88
"308","Hunter Tyson","Nuggets",35,0.23,0.43,0.57,2.97,0.66,3.54,4.33,1.6,0.67,0.33,3,0.8,0.4,0.2,2.57,0.73,0.43,0.29
"309","Ibou Badji","Trail Blazers",11,0.55,0.82,0.18,1.55,1.36,1.73,2,0,0,0,1.67,0.3,0,0,1.25,0.2,0,0
"310","Ignas Brazdeikis","Magic",28,0.57,2.43,1.5,3,3,4.5,14.6,4.4,2,2,12.38,2.9,1.5,1.62,10.09,2.13,1.27,1.36
"311","Immanuel Quickley","Raptors",258,2.99,3.92,3.26,4.55,6.91,7.81,17.67,2.4,8,2.67,20.33,2.8,6.67,3.17,19.27,3.13,6,2.55
"312","Isaac Bonga","Raptors",7,0.71,0,0.14,1.14,0.71,1.29,NA,0,NA,NA,1,0.1,0.33,0,0.75,0.07,0.25,0
"313","Isaac Jones","Kings",24,1.12,0.92,0.54,2.62,2.04,3.17,2,1,0.5,0,2,0.9,0.25,0,3.09,0.93,0.36,0.09
"314","Isaac Okoro","Cavaliers",270,2.33,1.97,2.26,1.38,4.31,3.63,4.6,1.2,0.6,0.4,5.6,1.6,0.6,0.9,5.93,1.87,0.6,0.93
"315","Isaiah Collier","Jazz",57,1.63,2.07,2.82,2.65,3.7,5.47,13.5,2.2,7,1,12,3.3,6.67,0.67,12,3.47,6.57,0.43
"316","Isaiah Crawford","Kings",6,0,0,0.17,2,0,2.17,0.25,0,0,0,1,0.3,0,0.12,1.18,0.47,0,0.09
"317","Isaiah Hartenstein","Thunder",311,1.92,2.14,1.78,2.13,4.05,3.91,5.4,6,2.4,0,5.5,6.4,1.8,0,7.07,6.47,1.53,0
"318","Isaiah Jackson","Pacers",156,2.08,1.89,1.64,2.31,3.97,3.96,NA,0,NA,NA,NA,0,NA,NA,8,0.87,0.5,0
"319","Isaiah Joe","Thunder",269,2.1,2.58,2.07,2.12,4.68,4.19,5.67,0.4,0.33,1.33,5.25,0.7,0.12,1.12,4.31,1.2,0.31,0.85
"320","Isaiah Livers","Wizards",81,1.48,2.07,1.63,1.93,3.56,3.56,3,0,1,1,6.33,1.5,1,1.17,5.78,1.13,1,1.11
"321","Isaiah Mobley","Cavaliers",13,0.38,0.69,0.85,2.23,1.08,3.08,3.67,0.8,0,0.33,2.57,0.8,0.29,0.29,2.62,0.53,0.38,0.38
"322","Isaiah Roby","Spurs",72,2.71,1.57,2.1,2.22,4.28,4.32,4.6,3.6,0.8,0.2,5.11,2.8,0.78,0.44,4.9,2.07,0.7,0.4
"323","Isaiah Stewart","Pistons",229,2.67,2.1,2.36,1.8,4.77,4.16,NA,0,NA,NA,6,3.2,2,0.2,6.2,3.73,1.9,0.2
"324","Isaiah Thomas","Suns",25,0.48,3.32,1.24,2.76,3.8,4,1.5,0,0.5,0.5,0.75,0,0.25,0.25,1.33,0,0.33,0.33
"325","Isaiah Todd","Wizards",8,0,0.38,0,3.25,0.38,3.25,3.5,2.4,2,0.5,2.33,1.2,1.33,0.33,1.8,0.8,0.8,0.2
"326","Isaiah Wong","Hornets",19,1.11,1.05,2.26,2,2.16,4.26,8.25,0.4,1.25,1.25,6.12,0.8,1.12,1.12,5.92,0.87,1,0.75
"327","Ish Smith","Hornets",109,1.5,1.38,1.21,1.96,2.87,3.17,2.6,1.6,3.4,0.2,1.8,2,4.1,0.2,2.07,1.73,3.5,0.14
"328","Ish Wainright","Suns",71,0.42,1.21,0.93,3.04,1.63,3.97,0,0,0,0,0.75,0.5,0.25,0.25,2.5,0.87,0.12,0.75
"329","Ivica Zubac","Clippers",310,3.64,3,3.86,1.8,6.63,5.66,17,9.2,2,0,18,11.2,2.2,0,19.2,11.8,2.6,0
"330","Izaiah Brockington","Pelicans",1,0,0,0,4,0,4,0,0,0,0,0.5,0.22,0,0,0.5,0.22,0,0
"331","JD Davison","Celtics",18,0.11,0.33,0,2.72,0.44,2.72,2,0,0.5,0.5,1.33,0.2,1,0.33,1.67,0.4,0.67,0.17
"332","JT Thor","Wizards",128,0.95,1.1,1.02,1.52,2.05,2.53,4,3.6,0,0.2,3.44,2.6,0.44,0.22,3.1,1.73,0.4,0.2
